Titulo,Adress,City,ZIP/Postal Code,State/Province,Phone
DROGARIA SAO PAULO,Avenida ZAKI NARCHI 1526 CARANDIRU,SAO PAULO,2029001,SP  ,"11,62214061,"
DROGARIA SAO PAULO,Avenida AV. BAR?O DE MAU? 743 VILA BOCAINA,MAUA,9310000,SP  ,"(11),4544-7395,"
DROGARIA SAO PAULO,Avenida AV. PRES. KENNEDY 7617 MIRIM,PRAIA GRANDE,11705000,SP  ,"(13),3494-1434,"
DROGARIA SAO PAULO,Avenida AV. SETE DE SETEMBRO 271 DOIS DE JULHO,SALVADOR,40060000,BA  ,"(71),3321-3264,"
DROGARIA SAO PAULO,Estrada ESTR. PRES. JUSCELINO K. DE OLIVEIRA 4110 JARDIM ALBERTINA,GUARULHOS,7252000,SP  ,"(11),2489-1956,"
DROGARIA SAO PAULO,Rua RUA AB?LIO SOARES 782 PARAISO,SAO PAULO,4005003,SP  ,"(11),3051-5653,"
DROGARIA SAO PAULO,Rua RUA ITAPICURU 456 PERDIZES,SAO PAULO,5006000,SP  ,"(11),3868-4567,"
DROGARIA SAO PAULO,Avenida AV. MANOEL DIAS DA SILVA 1754 PITUBA,SALVADOR,41830001,BA  ,"(71),3345-0881,"
DROGARIA SAO PAULO,Rua RUA DOUTOR RODRIGUES DE AZEVEDO 130 CENTRO,LORENA,12600005,SP  ,"(12),3153-2718,"
DROGARIA SAO PAULO,Avenida AV. ITAVUV? 154 VILA OLIMPIA,SOROCABA,18075042,SP  ,"(15),3234-8069,"
DROGARIA SAO PAULO,Rua RUA CLODOMIRO AMAZONAS 129 VILA NOVA CONCEICAO,SAO PAULO,4537012,SP  ,"(11),3842-3423,"
DROGARIA SAO PAULO,Rua RUA LUISI?NIA 107 BROOKLIN PAULISTA,SAO PAULO,4560020,SP  ,"(11),5532-0605,"
DROGARIA SAO PAULO,Alameda AL. PROF?. LUCAS NOGUEIRA GARCEZ 2195 JARDIM PAULISTA,ATIBAIA,12947000,SP  ,"(11),4411-4851,"
DROGARIA SAO PAULO,Avenida AV. DOUTOR TIM?TEO PENTEADO 3406 VILA GALVAO,GUARULHOS,7061001,SP  ,"(11),2086-1995,"
DROGARIA SAO PAULO,Avenida AV. ANA COSTA 306 VILA MATHIAS,SANTOS,11060000,SP  ,"(13),3224-2094,"
DROGARIA SAO PAULO,Avenida AV. DOS BANC?RIOS 143 PONTA DA PRAIA,SANTOS,11030301,SP  ,"(13),3261-1934,"
DROGARIA SAO PAULO,Rua RUA BAR?O DE CAMPINAS 485 CENTRO,LIMEIRA,13480211,SP  ,"(19),3452-4041,"
DROGARIA SAO PAULO,Avenida AV. BRASIL 1700 SANTO ANTONIO,AMERICANA,13465770,SP  ,"(19),3462-5012,"
DROGARIA SAO PAULO,Rua RUA DA CONCEI??O 13 CENTRO,NITEROI,24020081,RJ  ,"(21),2722-3499,"
DROGARIA SAO PAULO,Avenida AV. BRIG. FARIA LIMA 5788 VILA SAO JOSE,SAO JOSE DO RIO PRETO,15090000,SP  ,"(17),3922-9857,"
DROGARIA SAO PAULO,Rua RUA S?O JO?O 47 CENTRO,NITEROI,24020041,RJ  ,"(21),2613-4142,"
DROGARIA SAO PAULO,Rua RUA CORONEL TAMARINDO 1802 BANGU,RIO DE JANEIRO,21840447,RJ  ,"(21),3331-0321,"
DROGARIA SAO PAULO,Avenida AV. PRESIDENTE VARGAS 502 CENTRO,RIO DE JANEIRO,20071000,RJ  ,"(21),2516-3993,"
DROGARIA SAO PAULO,Rua RUA ZACARIAS DE GOIS 632 PARQUE COLONIAL,SAO PAULO,4610001,SP  ,"(11),5533-0885,"
DROGARIA SAO PAULO,Avenida AV. INDEPEND?NCIA 766 VILA JABOTICABEIRA,TAUBATE,12031000,SP  ,"(12),3682-1280,"
DROGARIA SAO PAULO,Rua RUA S?O JOS? 36 CENTRO,RIO DE JANEIRO,20010020,RJ  ,"(21),2544-5315,"
DROGARIA SAO PAULO,Avenida AV. AFONSO PENA 579 CENTRO,UBERLANDIA,38400130,MG  ,"(34),3235-2532,"
DROGARIA SAO PAULO,Rua AVENIDA JORGE JO?O SAAD 900 VILA INAH,SAO PAULO,5618001,SP  ,"(11),3739-0820,"
DROGARIA SAO PAULO,Avenida AV. PRIMEIRO DE JUNHO 224 CENTRO,DIVINOPOLIS,35500002,MG  ,"(37),3213-7911,"
DROGARIA SAO PAULO,Avenida AV. 2 160 BATOVI,RIO CLARO,13504763,SP  ,"(19),3524-4542,"
DROGARIA SAO PAULO,Avenida AV. DOS IMIGRANTES 900 JARDIM AMERICA,BRAGANCA PAULISTA,12902000,SP  ,"(11),4032-8880,"
DROGARIA SAO PAULO,Avenida AV. RUI BARBOSA 26 BALNEARIO SAO JORGE,ITANHAEM,11740000,SP  ,"(13),3426-6389,"
DROGARIA SAO PAULO,Avenida AV. PRESIDENTE VARGAS 280 ALTO DA BOA VISTA,RIBEIRAO PRETO,14025700,SP  ,"(16),3632-2281,"
DROGARIA SAO PAULO,Rua RUA JUVENTUS 337 PARQUE DA MOOCA,SAO PAULO,3124020,SP  ,"11,32747416,"
DROGARIA SAO PAULO,Avenida AV. INDEPEND?NCIA 1685 ALTO,PIRACICABA,13149155,SP  ,"(19),3422-0740,"
DROGARIA SAO PAULO,Rua RUA ASSIS FIGUEIREDO 1279 CENTRO,POCOS DE CALDAS,37701000,MG  ,"(35),3721-3198,"
DROGARIA SAO PAULO,Avenida DOM JOAO VI 503 BROTAS,SALVADOR,40285001,BA  ,
DROGARIA SAO PAULO,Avenida AV. DI?GENES RIBEIRO DE LIMA 2282 ALTO DE PINHEIROS,SAO PAULO,5458001,SP  ,"(11),3021-3915,"
DROGARIA SAO PAULO,Praça AV. DR. ?NGELO SIM?ES 1074 JARDIM LEONOR,CAMPINAS,13041150,SP  ,"(19),3231-9125,"
DROGARIA SAO PAULO,Rua RUA RIO BRANCO 24 JARDIM ESTORIL IV,BAURU,17016190,SP  ,"(14),3223-2191,"
DROGARIA SAO PAULO,Rua RUA MARIA MONTEIRO 1036 CAMBUI,CAMPINAS,13025151,SP  ,"(19),3251-4674,"
DROGARIA SAO PAULO,Avenida AV. DOM PEDRO I 1574 JARDIM TRES MARIAS,GUARUJA,11440001,SP  ,"(13),3392-2668,"
DROGARIA SAO PAULO,Rua RUA SEBASTI?O MARIANO NEPOMUCENO 130 CENTRO,CARAGUATATUBA,11660130,SP  ,"(12),3881-2488,"
DROGARIA SAO PAULO,Avenida AVENIDA JOS? BONIF?CIO 1266 JARDIM FLAMBOYANT,CAMPINAS,13091140,SP  ,"(19),3294-0004,"
DROGARIA SAO PAULO,Rua RUA FRANCISCO BARRETO LEME 811 VILA SAO GERALDO,TAUBATE,12062001,SP  ,"(12),3629-3727,"
DROGARIA SAO PAULO,Avenida AVENIDA PRESIDENTE KENNEDY 1113 CIDADE NOVA I,INDAIATUBA,13334170,SP  ,"(19),3816-4436,"
DROGARIA SAO PAULO,Avenida AVENIDA ?LVARO GUIMAR?ES 471 PLANALTO,SAO BERNARDO DO CAMPO,9890001,SP  ,"(11),4393-0309,"
DROGARIA SAO PAULO,Avenida AV. DE CILLO 167 CENTRO,SANTA BARBARA DOESTE,9890001,SP  ,"(19),3455-4096,"
DROGARIA SAO PAULO,Avenida AV. COMENDADOR F. AVELINO MAIA 3370 CANJERANUS,PASSOS,37900001,MG  ,"(35),3521-5863,"
DROGARIA SAO PAULO,Rodovia ROD. RAPOSO TAVARES 325 LAGEADINHO,COTIA,6709015,SP  ,"(11),4702-8565,"
DROGARIA SAO PAULO,Rua AV.  GUARDA-MOR LOBO VIANA 198 SAO FRANCISCO DA PRAIA,SAO SEBASTIAO,11600000,SP  ,"(12),3892-4191,"
DROGARIA SAO PAULO,Avenida AVENIDA S?O CARLOS 2358 CENTRO,SAO CARLOS,13560002,SP  ,"(16),3307-6550,"
DROGARIA SAO PAULO,Rua RUA 11 DE AGOSTO 500 CENTRO,TATUI,18270000,SP  ,"(15),3251-6377,"
DROGARIA SAO PAULO,Alameda ALAMEDA DOS JURUPIS 1535 INDIANOPOLIS,SAO PAULO,4088005,SP  ,"(11),5041-3159,"
DROGARIA SAO PAULO,Avenida AVENIDA NAZAR? 1274 IPIRANGA,SAO PAULO,4262200,SP  ,"(11),2061-2015,"
DROGARIA SAO PAULO,Rua RUA MEDEIROS DE ALBUQUERQUE 301 JARDIM DAS BANDEIRAS,SAO PAULO,5436060,SP  ,"(11),3032-4917,"
DROGARIA SAO PAULO,Avenida AVENIDA DOUTOR MORAES SALLES 2540 JARDIM GUARANI,CAMPINAS,13100201,SP  ,"(19),3294-1762,"
DROGARIA SAO PAULO,Avenida AVENIDA SIQUEIRA CAMPOS 99 CENTRO,JACAREI,12308190,SP  ,"(12),3961-2514,"
DROGARIA SAO PAULO,Rua RUA DOS PINHEIROS 688 PINHEIROS,SAO PAULO,5422001,SP  ,"(11),3062-4520,"
DROGARIA SAO PAULO,Rua RUA DR. FRANCISCO SALES 220 CENTRO,LAVRAS,37200000,MG  ,"(35),3821-1855,"
DROGARIA SAO PAULO,Avenida AVENIDA PRESIDENTE VARGAS 108 CIDADE NOVA,FRANCA,14401120,SP  ,"(16),3722-2880,"
DROGARIA SAO PAULO,Avenida AVENIDA GUILHERME GIORGI 1450 VILA CARRAO,SAO PAULO,3422001,SP  ,"(11),2268-2386,"
DROGARIA SAO PAULO,Avenida AVENIDA PRESIDENTE ALTINO 766 JAGUARE,SAO PAULO,5323001,SP  ,"(11),3714-2563,"
DROGARIA SAO PAULO,Avenida AVENIDA DOUTOR LISBOA 116 CENTRO,POUSO ALEGRE,37550000,MG  ,"(35),3423-4947,"
DROGARIA SAO PAULO,Rua RUA BERNARDINO DE CAMPOS 3600 CENTRO,SAO JOSE DO RIO PRETO,15015300,SP  ,"(17),3234-1910,"
DROGARIA SAO PAULO,Rua RUA AMADOR BUENO 229 SANTO AMARO,SAO PAULO,4752005,SP  ,"(11),5546-2850,"
DROGARIA SAO PAULO,Avenida AVENIDA SAMPAIO VIDAL 506 CENTRO,MARILIA,17500020,SP  ,"(14),3422-5275,"
DROGARIA SAO PAULO,Rua RUA DOUTOR FELICIANO SODR? 164 CENTRO,SAO GONCALO,24440440,RJ  ,"(21),3706-2134,"
DROGARIA SAO PAULO,Avenida AVENIDA PORTUGAL 602 CENTRO,SANTO ANDRE,9040000,SP  ,"(11),4427-4415,"
DROGARIA SAO PAULO,Setor AVENIDA HIGIEN?POLIS 618 HIGIENOPOLIS,SAO PAULO,1238000,SP  ,"(11),3823-2506,"
DROGARIA SAO PAULO,Avenida AVENIDA PIRACEMA 669 TAMBORE,BARUERI,6460030,SP  ,"(11),4191-2258,"
DROGARIA SAO PAULO,Rua RUA GENERAL ROCA 818 TIJUCA,RIO DE JANEIRO,20521070,RJ  ,"(21),2567-9790,"
DROGARIA SAO PAULO,Avenida AVENIDA CUPEC? 5400 JARDIM PRUDENCIA,SAO PAULO,4366001,SP  ,"(11),5621-9135,"
DROGARIA SAO PAULO,Rua MOURATO COELHO 448 PINHEIROS,SAO PAULO,5417001,SP  ,"11,32747416,30212"
DROGARIA SAO PAULO,Avenida AVENIDA PAULO FACCINI 0 MACEDO,GUARULHOS,7111000,SP  ,"(11),2408-6999,"
DROGARIA SAO PAULO,Rodovia ROD. RAPOSO TAVARES 9 LAGEADINHO,COTIA,6709015,SP  ,"(11),2898-9532,"
DROGARIA SAO PAULO,Estrada ESTRADA GET?LIO VARGAS 1448 CENTRO,NILOPOLIS,26525022,RJ  ,"(21),2791-0891,"
DROGARIA SAO PAULO,Avenida AVENIDA SANTOS DUMONT 130 CENTRO,UBERABA,38010370,MG  ,"(34),3334-2222,"
DROGARIA SAO PAULO,Rua AVENIDA SALM?O 35 PARQUE RESIDENCIAL AQUARIUS,SAO JOSE DOS CAMPOS,12246310,SP  ,"(12),3911-4953,"
DROGARIA SAO PAULO,Avenida AVENIDA CARLOS BOTELHO 518 SAO DIMAS,PIRACICABA,13416145,SP  ,"(19),3434-8777,"
DROGARIA SAO PAULO,Rodovia RUA FRANCISCO REAL 1955 BANGU,RIO DE JANEIRO,24020041,RJ  ,"(21),2403-5255,"
DROGARIA SAO PAULO,Rua RUA CULTO A CI?NCIA 230 VILA VIRGINIA,JUNDIAI,13209000,SP  ,"(11),4497-0120,"
DROGARIA SAO PAULO,Avenida AVENIDA 03 1450 JARDIM CLARET,RIO CLARO,13503251,SP  ,"(19),3524-0026,"
DROGARIA SAO PAULO,Avenida AVENIDA DOS AUTONOMISTAS 3192 CENTRO,OSASCO,6090015,SP  ,"(11),3682-1471,"
DROGARIA SAO PAULO,Rua RUA DOUTOR VIRG?LIO DE REZENDE 46 CENTRO,ITAPETININGA,18200180,SP  ,"(15),3511-6255,"
DROGARIA SAO PAULO,Rua RUA DA CONCEI??O 188 CENTRO,NITEROI,24020087,RJ  ,"(21),2613-5981,"
DROGARIA SAO PAULO,Rua RUA CAPIT?O PACHECO E CHAVES 313 VILA PRUDENTE,SAO PAULO,3126000,SP  ,"(11),3548-4760,"
DROGARIA SAO PAULO,Avenida ARICANDUVA 5555 VILA ARICANDUVA,SAO PAULO,3527000,SP  ,
DROGARIA SAO PAULO,Avenida AVENIDA PRESIDENTE KENNEDY 1519 SANTA PAULA,SAO CAETANO DO SUL,9560010,SP  ,"(11),2668-5130,"
DROGARIA SAO PAULO,Rua FORTE DO RIO NEGRO 220 PARQUE SAO LOURENCO,SAO PAULO,8340180,SP  ,
DROGARIA SAO PAULO,Rua RUA PIO XI 1377 ALTO DA LAPA,SAO PAULO,5060001,SP  ,"(11),3021-6397,"
DROGARIA SAO PAULO,Avenida AVENIDA ARICANDUVA 5555 VILA ARICANDUVA,SAO PAULO,3527000,SP  ,"(11),2721-2143,"
DROGARIA SAO PAULO,Avenida AVENIDA AGUA FRIA 1680 AGUA FRIA,SAO PAULO,2332001,SP  ,"(11),2953-0616,"
DROGARIA SAO PAULO,Largo LARGO SAO BENTO 10 CENTRO,SAO PAULO,1029010,SP  ,"(11),3229-9933,"
DROGARIA SAO PAULO,Rua AV CANGAIBA  2316 CANGAIBA,SAO PAULO,3634000,SP  ,"(11),2082-2503,"
DROGARIA SAO PAULO,Avenida AVENIDA ZUMKELLER 154 PARQUE MANDAQUI,SAO PAULO,2420000,SP  ,"(11),2233-1945,"
DROGARIA SAO PAULO,Rua RUA CLODOMIRO AMAZONAS 1327 VILA NOVA CONCEICAO,SAO PAULO,4537002,SP  ,"(11),3848-0578,"
DROGARIA SAO PAULO,Rua AVENIDA LUIZ DUMONT VILLARES 829 JARDIM SAO PAULO(ZONA NORTE),SAO PAULO,2046030,SP  ,"(11),2977-7531,"
DROGARIA SAO PAULO,Rua AVENIDA CONSELHEIRO MOREIRA DE BARROS 2780 LAUZANE PAULISTA,SAO PAULO,2430001,SP  ,"(11),2238-3207,"
DROGARIA SAO PAULO,Praça Praça WENDELL WILKIE 95 PACAEMBU,SAO PAULO,1236050,SP  ,"(11),3675-2007,"
DROGARIA SAO PAULO,Avenida CRUZEIRO DO SUL 1100 CANINDE,SAO PAULO,1109000,SP  ,
DROGARIA SAO PAULO,Largo LARGO NOSSA SENHORA DO BOM PARTO 133 VILA GOMES CARDIM,SAO PAULO,3322080,SP  ,"(11),2091-8938,"
DROGARIA SAO PAULO,Rua RUA TITO 1053 VILA ROMANA,SAO PAULO,5051001,SP  ,"(11),3868-3808,"
DROGARIA SAO PAULO,Travessa TRAVESSA CASALBUONO 120 VILA GUILHERME,SAO PAULO,2047050,SP  ,"(11),2252-2066,"
DROGARIA SAO PAULO,Travessa TRAVESSA CASALBUONO 120 VILA GUILHERME,SAO PAULO,2047050,SP  ,"(11),2252-2542,"
DROGARIA SAO PAULO,Avenida ANTARTICA 380 AGUA BRANCA,SAO PAULO,5003020,SP  ,
DROGARIA SAO PAULO,Rua MARIA OTILIA 260 VILA REGENTE FEIJO,SAO PAULO,3335050,SP  ,
DROGARIA SAO PAULO,Rua RUA TREZE DE MAIO 1947 BELA VISTA,SAO PAULO,1327001,SP  ,"(11),3284-0271,"
DROGARIA SAO PAULO,Rua RUA DOMINGOS AGOSTIM 91 CIDADE MAE DO CEU,SAO PAULO,3306010,SP  ,"(11),2092-9992,"
DROGARIA SAO PAULO,Praça Praça SAMUEL SABATINI 200 JARDIM DO MAR,SAO BERNARDO DO CAMPO,9750700,SP  ,"(11),4123-5361,"
DROGARIA SAO PAULO,Avenida AVENIDA ANTARTICA 380 AGUA BRANCA,SAO PAULO,5003020,SP  ,"(11),3673-9617,"
DROGARIA SAO PAULO,Rua RUA DOMINGOS AGOSTIM 91 CIDADE MAE DO CEU,SAO PAULO,3306010,SP  ,"(11),2092-9846,"
DROGARIA SAO PAULO,1¼ Avenida AVENIDA DEPUTADO BENEDITO MATARAZZO 9403 JARDIM PAULISTA,SAO JOSE DOS CAMPOS,12215900,SP  ,"(12),3922-8272,"
DROGARIA SAO PAULO,Rua RUA BARAO DE JACAREI 364 CENTRO,JACAREI,12308001,SP  ,"(12),3954-8478,"
DROGARIA SAO PAULO,Rua RUA GENERAL DE DIVISAO PEDRO RODRIGUES DA SILVA 400 NOVA ALDEINHA,BARUERI,6440180,SP  ,"(11),4688-6595,"
DROGARIA SAO PAULO,Avenida AVENIDA DOUTOR FRANCISCO MESQUITA 1000 QUINTA DA PAINEIRA,SAO PAULO,3153001,SP  ,"(11),2914-8452,"
DROGARIA SAO PAULO,Avenida AVENIDA DOUTOR ANTONIO MARIA LAET 566 PARADA INGLESA,SAO PAULO,2240000,SP  ,"(11),3198-6494,"
DROGARIA SAO PAULO,1¼ Avenida AVENIDA VEREADOR NARCISO YAGUE GUIMARAES 1001 VILA PATERNIO,MOGI DAS CRUZES,8780200,SP  ,"(11),4799-6926,"
DROGARIA SAO PAULO,Praça Praça DELEGADO AMOROSO NETO 21 JARDIM DAS LARANJEIRAS,SAO PAULO,2518050,SP  ,"(11),3955-0823,"
DROGARIA SAO PAULO,Praça Praça VILABOIM 58 HIGIENOPOLIS,SAO PAULO,1241010,SP  ,"(11),3826-2783,"
DROGARIA SAO PAULO,Rodovia RODOVIA REGIS BITTENCOURT 199 CIDADE INTERCAP,TABOAO DA SERRA,6768200,SP  ,"(11),4787-8704,"
DROGARIA SAO PAULO,Rua RUA TENENTE AVELAR PIRES DE AZEVEDO 81 CENTRO,OSASCO,6016060,SP  ,"(11),3654-1357,"
DROGARIA SAO PAULO,Avenida AVENIDA DOS AUTONOMISTAS 1400 VILA YARA,OSASCO,6020010,SP  ,"(11),3685-3194,"
DROGARIA SAO PAULO,Avenida DOS AUTONOMISTAS 1400 VILA YARA,OSASCO,6020010,SP  ,
DROGARIA SAO PAULO,Avenida AVENIDA PEREIRA BARRETO 42 PARAISO,SANTO ANDRE,9190210,SP  ,"(11),4436-2013,"
DROGARIA SAO PAULO,Avenida AVENIDA INDUSTRIAL 600 JARDIM,SANTO ANDRE,9080500,SP  ,"(11),4979-5055,"
DROGARIA SAO PAULO,Avenida ALAMEDA TERRACOTA 545 PARAISO,SANTO ANDRE,9531190,SP  ,"(11),4233-8261,"
DROGARIA SAO PAULO,Avenida AV. NICOMEDES ALVES DOS SANTOS 1000 MORADA DA COLINA,UBERLANDIA,38411106,MG  ,"(34),3237-1524,"
DROGARIA SAO PAULO,Rua RUA CAMPOS SALES 591 CENTRO,BARUERI,6401000,SP  ,"(11),4198-9399,"
DROGARIA SAO PAULO,Rua RUA DOUTOR ANICETO VAREJ?O 4455 PIEDADE,JABOATAO DOS GUARARAPES,54420310,PE  ,"(81),3468-2298,"
DROGARIA SAO PAULO,Avenida AVENIDA INTERLAGOS 2255 JARDIM UMUARAMA,SAO PAULO,4661200,SP  ,"(11),5562-1647,"
DROGARIA SAO PAULO,Avenida WASHINGTON LUIS 4937 SANTO AMARO,SAO PAULO,4627002,SP  ,
DROGARIA SAO PAULO,Rua RUA IMPERATRIZ TEREZA CRISTINA 115 BOA VISTA,RECIFE,50060120,PE  ,"(81),3221-1663,"
DROGARIA SAO PAULO,Avenida AVENIDA MOREIRA GUIMARAES 979 INDIANOPOLIS,SAO PAULO,4074031,SP  ,"(11),5052-4881,"
DROGARIA SAO PAULO,Rua RUA DAS ROSAS 515 MIRANDOPOLIS,SAO PAULO,4048001,SP  ,"(11),2276-0942,"
DROGARIA SAO PAULO,Avenida AVENIDA MASCOTE  1058 VILA MASCOTE,SAO PAULO,4363001,SP  ,"(11),5677-2562,"
DROGARIA SAO PAULO,Avenida AVENIDA PADRE ANTONIO JOSE DOS SANTOS 1083 CIDADE MONC?ES,SAO PAULO,4563013,SP  ,"(11),5506-5084,"
DROGARIA SAO PAULO,Rua RUA ESTADOS UNIDOS 624 JARDIM AMERICA,SAO PAULO,1427000,SP  ,"(11),3887-0540,"
DROGARIA SAO PAULO,Avenida AVENIDA SANTO AMARO 6400 SANTO AMARO,SAO PAULO,4702002,SP  ,"(11),5182-7130,"
DROGARIA SAO PAULO,Praça Praça LEONOR KAUPA 100 BOSQUE DA SAUDE,SAO PAULO,4151100,SP  ,"(11),5058-8043,"
DROGARIA SAO PAULO,Rua RUA MARECHAL HASTINFILO DE MOURA 335 VILA SUZANA,SAO PAULO,5641000,SP  ,"(11),3739-0688,"
DROGARIA SAO PAULO,Avenida AVENIDA DOUTOR RICARDO JAFET 3294 VILA FIRMIANO PINTO,SAO PAULO,4123020,SP  ,"(11),5071-5236,"
DROGARIA SAO PAULO,Rua RUA DAS OLIMPIADAS 360 VILA OLIMPIA,SAO PAULO,4551000,SP  ,"(11),3047-6143,"
DROGARIA SAO PAULO,Rua AVENIDA DOUTOR ARMANDO PANNUNZIO 1200 JD VERA CRUZ,SAO PAULO,18050000,SP  ,"(15),3202-1303,"
DROGARIA SAO PAULO,1¼ Avenida AVENIDA IBIRAPUERA 3103 MOEMA,SAO PAULO,4029902,SP  ,"(11),5561-9613,"
DROGARIA SAO PAULO,Praça Praça PANAMERICANA 50 ALTO DE PINHEIROS,SAO PAULO,5461000,SP  ,"(11),3023-0694,"
DROGARIA SAO PAULO,Avenida AVENIDA ROQUE PETRONI JUNIOR 1089 JARDIM DAS ACACIAS,SAO PAULO,4707000,SP  ,"(11),5181-7824,"
DROGARIA SAO PAULO,Estrada ESTRADA DAS L?GRIMAS 1606 IPIRANGA,SAO PAULO,4232000,SP  ,"(11),2061-6727,"
DROGARIA SAO PAULO,Avenida AVENIDA COSTA E SILVA 433 BOQUEIRAO,PRAIA GRANDE,11701000,SP  ,"(13),3491-7566,"
DROGARIA SAO PAULO,Avenida AVENIDA NOSSA SENHORA DE FATIMA 627 TAQUARAL,CAMPINAS,13076000,SP  ,"(19),3253-7616,"
DROGARIA SAO PAULO,Praça AVENIDA IZABELITA VIEIRA 148 VILA SONIA SOUSAS,CAMPINAS,13105502,SP  ,"(19),3258-8825,"
DROGARIA SAO PAULO,Avenida AVENIDA JULIO DE MESQUITA 797 CAMBUI,CAMPINAS,13025063,SP  ,"(19),3252-2210,"
DROGARIA SAO PAULO,Rua RUA SANTO ZOIA 30 PARQUE NOVA CAMPINAS,CAMPINAS,13100073,SP  ,"(19),3254-0868,"
DROGARIA SAO PAULO,Rua RUA DOUTOR DEODATO WERTHEIMER 1512 CENTRO,MOGI DAS CRUZES,8710430,SP  ,"(11),4799-3697,"
DROGARIA SAO PAULO,Rodovia RODOVIA PRESIDENTE DUTRA KM 230 230 PORTO DA IGREJA,GUARULHOS,7034911,SP  ,"(11),2425-0142,"
DROGARIA SAO PAULO,Avenida AVENIDA PAULO FACCINI 200 MACEDO,GUARULHOS,7111000,SP  ,"(11),2441-2012,"
DROGARIA SAO PAULO,Avenida AVENIDA IGUATEMI 777 VILA BRANDINA,CAMPINAS,13092500,SP  ,"(19),3294-0647,"
DROGARIA SAO PAULO,Rua FREI GASPAR 365 CIDADE NAUTICA,SAO VICENTE,11350000,SP  ,
DROGARIA SAO PAULO,Praça Praça CORONEL LOPES 96 CENTRO,SAO VICENTE,11310020,SP  ,"(13),3469-7875,"
DROGARIA SAO PAULO,Rua RUA PEDRO DE TOLEDO 319 VILA CLEMENTINO,SAO PAULO,4039030,SP  ,"(11),5549-7304,"
DROGARIA SAO PAULO,Rua RUA SOCRATES 370 VILA SOFIA,SAO PAULO,4671071,SP  ,"(11),5521-3622,"
DROGARIA SAO PAULO,Rua TABAPUA 1463 ITAIM BIBI,SAO PAULO,4533014,SP  ,"11,32747416,30213"
DROGARIA SAO PAULO,Rua RUA ALEXANDRE MARTINS 80 APARECIDA,SANTOS,11025200,SP  ,"(13),3227-2839,"
DROGARIA SAO PAULO,Avenida AVENIDA ANTONIO FREDERICO OZANAN 6000 VILA DE VITO,JUNDIAI,13215010,SP  ,"(11),4582-1018,"
DROGARIA SAO PAULO,Avenida AVENIDA REGENTE FEIJO 1739 VILA REGENTE FEIJO,SAO PAULO,3342000,SP  ,"(11),2076-0895,"
DROGARIA SAO PAULO,Avenida AVENIDA IBIRAPUERA 3103 INDIANOPOLIS,SAO PAULO,4029200,SP  ,"(11),5094-0279,"
DROGARIA SAO PAULO,Rua RUA DAVI HUME 10 JARDIM VILA MARIANA,SAO PAULO,4116130,SP  ,"(11),5575-3646,"
DROGARIA SAO PAULO,Avenida AVENIDA GUILHERME COTCHING 1360 VILA MARIA,SAO PAULO,2113012,SP  ,"(11),2967-7341,"
DROGARIA SAO PAULO,Avenida AVENIDA HIGIENOPOLIS 646 HIGIENOPOLIS,SAO PAULO,1238000,SP  ,"(11),3666-9592,"
DROGARIA SAO PAULO,Avenida AVENIDA ANGELICA 1003 SANTA CECILIA,SAO PAULO,1227100,SP  ,"(11),3663-0249,"
DROGARIA SAO PAULO,Rua RUA VIEIRA DE MORAES 1685 CAMPO BELO,SAO PAULO,4617015,SP  ,"(11),5533-3006,"
DROGARIA SAO PAULO,Rua RUA BALTHAZAR DA VEIGA 284 VILA NOVA CONCEICAO,SAO PAULO,4510000,SP  ,"(11),3846-0044,"
DROGARIA SAO PAULO,Rua RUA GAIVOTA 1061 INDIANOPOLIS,SAO PAULO,4522033,SP  ,"(11),5536-4760,"
DROGARIA SAO PAULO,Rua RUA DOS TRES IRMAOS 651 VILA PROGREDIOR,SAO PAULO,5615190,SP  ,"(11),3721-5493,"
DROGARIA SAO PAULO,Praça Praça DEPUTADO DARIO DE BARROS 15 CIDADE JARDIM,SAO PAULO,5670090,SP  ,"(11),3037-7022,"
DROGARIA SAO PAULO,Rua RUA VISCONDE DE NACAR 333 REAL PARQUE,SAO PAULO,5685010,SP  ,"(11),3758-1920,"
DROGARIA SAO PAULO,Avenida AVENIDA NACOES UNIDAS 4777 VILA LEOPOLDINA,SAO PAULO,5310000,SP  ,"(11),3022-3761,"
DROGARIA SAO PAULO,Rua RUA SOCRATES 484 VILA SOFIA,SAO PAULO,4671071,SP  ,"(11),5541-0008,"
DROGARIA SAO PAULO,Rua RUA DOMINGOS DE MORAES 2564 VILA MARIANA,SAO PAULO,4036100,SP  ,"(11),5081-3203,"
DROGARIA SAO PAULO,Rua RUA JOSE RAMON URTIZA 975 VILA ANDRADE,SAO PAULO,5717270,SP  ,"(11),3776-7309,"
DROGARIA SAO PAULO,Rua RUA JOAO CACHOEIRA 90 VILA NOVA CONCEICAO,SAO PAULO,4535000,SP  ,"(11),3071-0115,"
DROGARIA SAO PAULO,Avenida AVENIDA DAS NACOES UNIDAS 12901 BROOKLIN PAULISTA,SAO PAULO,4578000,SP  ,"(11),5505-7055,"
DROGARIA SAO PAULO,Rua RUA APUCARANA 999 TATUAPE,SAO PAULO,3311000,SP  ,"(11),2296-2023,"
DROGARIA SAO PAULO,Avenida BRASIL 389 CENTRO,SAO ROQUE,18130485,SP  ,"11,32747416,30227"
